Query_id	tax
total_19942899	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1994309	k__Bacteria;p__Actinobacteria
total_1994311	k__Bacteria
total_1994454	Unclassified
total_1994615	k__Bacteria
total_19946396	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_19948067	k__Bacteria
total_19949284	k__Bacteria;p__Proteobacteria
total_19950847	k__Bacteria
total_1995265	k__Bacteria
total_19956460	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_19961684	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_19963001	k__Bacteria;p__Actinobacteria
total_1996554	k__Bacteria
total_19967712	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_19969427	k__Eukaryota;p__Ascomycota
total_19970303	k__Bacteria
total_19971459	Unclassified
total_1997281	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_199738	k__Archaea;p__Thaumarchaeota
total_19974854	k__Bacteria
total_19975208	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_1998200	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_19983414	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_19984507	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_19989671	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_19990092	k__Bacteria
total_19991021	k__Bacteria
total_19994139	k__Bacteria;p__Proteobacteria
total_19995138	Unclassified
total_1999525	k__Eukaryota;p__Microsporidia;c__Unclassified;o__Unclassified;f__Unclassified;g__Pseudoloma;s__Pseudoloma_neurophilia
total_19995713	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales
total_19996227	k__Bacteria
total_19998989	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_20000793	k__Bacteria;p__Proteobacteria
total_20001133	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_20001497	k__Bacteria
total_2000221	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20003445	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_20004707	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20006207	k__Bacteria;p__Proteobacteria
total_2000893	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_2001122	k__Bacteria
total_20013601	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20013602	k__Bacteria;p__Proteobacteria
total_20014087	k__Bacteria
total_20021651	k__Bacteria
total_20025265	k__Bacteria
total_2002982	k__Bacteria
total_20030936	k__Bacteria;p__Proteobacteria
total_20032297	Unclassified
total_2003264	k__Bacteria
total_20033247	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_20034254	k__Bacteria
total_20035360	k__Eukaryota
total_2003583	Unclassified
total_20037228	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_2003755	k__Bacteria
total_2003756	k__Bacteria
total_2003953	Unclassified
total_20041203	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_20041964	k__Bacteria
total_20042971	k__Bacteria;p__Actinobacteria
total_20043876	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_20051168	k__Bacteria
total_2005426	k__Bacteria
total_2005678	k__Bacteria;p__Proteobacteria
total_2006295	k__Bacteria;p__Proteobacteria
total_20063772	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_2006600	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_20070200	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_20071700	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_20071934	k__Bacteria
total_20071942	k__Bacteria;p__Bacteroidetes
total_20071944	k__Bacteria;p__Bacteroidetes
total_20071948	k__Bacteria;p__Bacteroidetes
total_20071962	k__Bacteria;p__Bacteroidetes
total_20071963	k__Bacteria
total_20072616	k__Bacteria;p__Actinobacteria
total_20073379	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_20073483	Unclassified
total_20073493	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_20076085	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_2007618	k__Bacteria
total_20080779	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_2008155	k__Bacteria;p__Actinobacteria
total_2008258	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
total_2008277	k__Archaea;p__Thaumarchaeota
total_200829	k__Bacteria;p__Bacteroidetes
total_20084003	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_20086430	Unclassified
total_20087628	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_20088878	k__Bacteria
total_20090362	k__Bacteria
total_20095919	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_20095920	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_20098469	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_20101072	k__Bacteria
total_20104045	k__Bacteria;p__Proteobacteria
total_2010405	k__Bacteria
total_2010551	Unclassified
total_20106318	k__Bacteria
total_2010963	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_20110560	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_20111535	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_2011238	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_20113664	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_20114554	k__Bacteria;p__Proteobacteria
total_20116620	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_20119081	k__Bacteria
total_20121884	k__Bacteria
total_20121951	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_20122309	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_20125799	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_20128021	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20128412	Unclassified
total_2013746	Unclassified
total_20140860	Unclassified
total_20140982	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_2014570	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_20148596	k__Bacteria
total_20149407	k__Bacteria
total_20149494	k__Bacteria;p__Actinobacteria
total_20150352	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_20151542	k__Bacteria;p__Actinobacteria
total_20157268	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_20163728	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20164567	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_20167029	k__Bacteria
total_20171337	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20173248	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_20174835	k__Bacteria;p__Proteobacteria
total_20175087	k__Bacteria
total_20177303	k__Bacteria
total_20178603	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_20178687	k__Bacteria
total_20179277	k__Bacteria;p__Actinobacteria
total_20180468	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_2018178	k__Bacteria
total_20185801	k__Bacteria;p__Proteobacteria
total_20188519	k__Bacteria;p__Actinobacteria
total_20188969	k__Bacteria
total_20194992	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_20196852	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20196874	k__Bacteria
total_2019875	k__Bacteria
total_20200741	k__Bacteria
total_20201300	k__Bacteria;p__Proteobacteria
total_2020311	k__Bacteria
total_20204552	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_20208186	k__Bacteria;p__Proteobacteria
total_20208523	k__Bacteria;p__Actinobacteria
total_20209105	k__Bacteria
total_2021565	k__Bacteria
total_20217285	k__Bacteria
total_20218848	Unclassified
total_20219465	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_20219466	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_20221265	k__Bacteria
total_20221279	k__Bacteria
total_20221680	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_20223795	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_2022478	k__Bacteria;p__Actinobacteria
total_2022740	k__Bacteria
total_20228411	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_2023019	k__Bacteria
total_20231555	k__Bacteria
total_2023391	Unclassified
total_20234637	k__Bacteria
total_20235638	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_20235954	k__Bacteria
total_20235955	k__Bacteria;p__Bacteroidetes
total_20242660	k__Bacteria
total_20243	k__Bacteria;p__Proteobacteria
total_20243589	k__Bacteria
total_20245896	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_20246775	k__Bacteria
total_20251280	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20253457	k__Bacteria
total_20254414	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_2025685	k__Archaea
total_20261319	k__Bacteria
total_20262890	k__Bacteria
total_20263389	k__Bacteria
total_20265794	k__Bacteria
total_2027225	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_20274491	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_20275050	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae
total_20275473	k__Bacteria;p__Actinobacteria
total_2027607	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_2028056	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_2028114	k__Bacteria;p__Cyanobacteria;c__Unclassified
total_20281330	k__Bacteria
total_20282468	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_2028337	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_20285560	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_20285723	k__Bacteria
total_20287276	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_20287540	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
total_2028864	k__Bacteria
total_20292424	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_20292448	k__Bacteria;p__Proteobacteria
total_20293934	k__Bacteria
total_2029473	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
total_20294829	k__Eukaryota
total_20295355	k__Bacteria
total_20296893	k__Bacteria
total_20297404	k__Bacteria;p__Actinobacteria
total_20311089	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_20312849	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_20313144	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_2031363	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_2031552	Unclassified
total_20316182	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_20316227	k__Bacteria
total_2031708	k__Bacteria
total_20318006	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_20324303	k__Bacteria
total_20327798	k__Bacteria;p__Actinobacteria
total_20328491	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_20332942	k__Bacteria
total_20337031	k__Archaea;p__Thaumarchaeota
total_2033803	k__Bacteria
total_20338905	k__Bacteria
total_20339943	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_20343633	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_20344649	k__Bacteria;p__Actinobacteria
total_20344650	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_2034577	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium
total_20346331	k__Bacteria
total_20346919	k__Bacteria
total_20349034	k__Bacteria;p__Actinobacteria
total_20350005	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_20350195	k__Bacteria
total_20352310	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20353976	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_20354349	k__Bacteria
total_20357118	k__Bacteria
total_20359265	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_20359571	k__Bacteria
total_20360297	k__Bacteria
total_20360855	k__Bacteria;p__Actinobacteria
total_20362046	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_2036448	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20365617	k__Bacteria
total_20365618	k__Bacteria
total_20365619	k__Bacteria
total_20365620	Unclassified
total_20365621	k__Bacteria
total_20365627	k__Bacteria
total_20366657	k__Bacteria;p__Actinobacteria
total_20366658	k__Bacteria
total_20369777	k__Bacteria;p__Actinobacteria
total_20370268	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20374593	k__Bacteria
total_20374814	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_20377102	k__Bacteria
total_2037730	k__Bacteria
total_20380851	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_20382840	k__Bacteria
total_20389053	k__Bacteria
total_20390412	k__Bacteria;p__Proteobacteria
total_2039188	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_2039189	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20393644	k__Bacteria
total_2039861	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20399119	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_20399129	k__Bacteria
total_20399536	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_20400739	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20403085	k__Bacteria
total_20403899	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_20404335	k__Bacteria
total_20405042	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_20406696	k__Bacteria
total_20412764	k__Bacteria
total_20413599	k__Bacteria
total_20418272	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20422030	Unclassified
total_20423031	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter;s__Conexibacter_woesei
total_20423032	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
total_2042427	k__Bacteria;p__Proteobacteria
total_20425060	k__Bacteria
total_20426387	k__Bacteria
total_20426791	Unclassified
total_20428987	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_20429114	k__Bacteria
total_2042927	Unclassified
total_20429438	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_20429947	k__Bacteria
total_20430067	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_sp._URHD0057
total_20431520	k__Bacteria
total_20434565	k__Bacteria;p__Proteobacteria
total_20439228	k__Bacteria
total_2044053	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_2044140	k__Bacteria
total_20447654	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_20449127	k__Bacteria
total_20460836	k__Bacteria
total_20462717	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_20462719	k__Bacteria
total_2046309	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_2046352	k__Bacteria;p__Actinobacteria
total_20463973	k__Bacteria
total_20465187	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_20468213	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_2047502	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20475952	k__Bacteria;p__Actinobacteria
total_20476430	k__Bacteria
total_20476623	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20483750	Unclassified
total_2048483	k__Bacteria
total_2048532	k__Bacteria
total_20485696	k__Bacteria
total_2048647	k__Bacteria
total_20488817	k__Bacteria;p__Bacteroidetes
total_20489890	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_20493424	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_20494622	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_2049561	k__Bacteria;p__Cyanobacteria;c__Unclassified
total_20499183	k__Bacteria
total_2050314	k__Bacteria
total_20508841	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_20509061	k__Archaea;p__Thaumarchaeota
total_20510868	k__Bacteria
total_20518647	k__Bacteria
total_205194	k__Bacteria
total_205215	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_2052191	Unclassified
total_20523306	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20525111	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_2052747	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_2052748	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_20527509	k__Bacteria
total_20527595	k__Bacteria;p__Actinobacteria
total_20533179	k__Bacteria
total_20533325	k__Bacteria
total_2053508	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_20536359	k__Bacteria
total_20537938	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_20538666	k__Bacteria
total_20543240	k__Bacteria
total_20543776	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_20544806	k__Bacteria
total_20544815	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20544895	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_2054609	k__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Galerina;s__Galerina_marginata
total_20548686	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_2054891	k__Bacteria
total_20554919	k__Bacteria
total_20559610	k__Archaea;p__Thaumarchaeota
total_20560296	Unclassified
total_20566235	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_20566561	k__Bacteria
total_20568103	k__Bacteria
total_2057184	k__Bacteria
total_20572655	k__Bacteria
total_20573042	k__Bacteria;p__Actinobacteria
total_20573442	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_20574255	k__Bacteria
total_20581204	k__Bacteria
total_20583474	k__Bacteria
total_20584096	k__Bacteria
total_20585921	k__Bacteria
total_20585976	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_2058796	Unclassified
total_20588309	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_20588913	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_20589589	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_2060774	k__Bacteria
total_2060884	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
total_2060922	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_2061998	k__Bacteria
total_20624	k__Bacteria;p__Proteobacteria
total_206643	k__Bacteria
total_2067609	k__Bacteria
total_2068403	k__Bacteria;p__Proteobacteria
total_2070049	k__Bacteria
total_2070198	k__Bacteria
total_2070545	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_2070593	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_2071022	k__Bacteria
total_2071023	k__Bacteria
total_2071169	k__Bacteria;p__Actinobacteria
total_2072092	k__Bacteria
total_2072578	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_2073678	k__Bacteria
total_2076530	k__Bacteria;p__Proteobacteria
total_2077478	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_207844	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_2082510	k__Bacteria;p__Bacteroidetes
total_2083374	k__Bacteria;p__Actinobacteria
total_2083920	k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter
total_2084183	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_2084201	k__Bacteria
total_2086650	Unclassified
total_2087545	k__Bacteria
total_208765	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_208783	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_2089542	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_2091238	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
total_2091580	k__Bacteria;p__Proteobacteria
total_2091676	k__Bacteria;p__Proteobacteria
total_2094144	Unclassified
total_2095185	k__Bacteria
total_2095588	Unclassified
total_2096474	k__Bacteria;p__Proteobacteria
total_2097653	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_2097862	k__Bacteria
total_2098305	k__Bacteria;p__Proteobacteria
total_2098743	k__Bacteria;p__Proteobacteria
total_2098890	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_2100163	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_2100253	k__Bacteria
total_2100254	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
total_2100348	Unclassified
total_2100649	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_2100966	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_2101521	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_2101541	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_2102298	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_2102968	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_2102978	k__Bacteria
total_2103565	k__Bacteria
total_2104328	k__Bacteria
total_2105246	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
total_2106935	k__Bacteria
total_2108398	k__Bacteria
total_2108412	k__Bacteria
total_2109921	k__Bacteria
total_2109922	k__Bacteria
total_2111466	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_2111537	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_211406	k__Bacteria
total_2116285	k__Bacteria;p__Proteobacteria
total_2116706	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_2117878	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_2118699	k__Eukaryota
total_2119658	k__Bacteria
total_2119784	Unclassified
total_2120291	k__Bacteria
total_2120347	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_2121014	k__Bacteria;p__Actinobacteria
total_2121278	k__Bacteria;p__Actinobacteria
total_2121283	Unclassified
total_2121769	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae
total_2122065	k__Bacteria
total_2123019	k__Archaea;p__Thaumarchaeota
total_2124380	k__Bacteria
total_2125173	k__Bacteria
total_2127058	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_2127895	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_2131258	k__Bacteria
total_2133512	k__Bacteria
total_2133513	Unclassified
total_2133549	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_2133902	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_2134193	k__Bacteria;p__Proteobacteria
total_2135132	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_2136158	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
total_2138531	k__Bacteria
total_2139374	Unclassified
total_213998	k__Bacteria;p__Actinobacteria
total_2140184	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_2142982	k__Bacteria
total_2143079	k__Bacteria
total_2144334	k__Bacteria
total_2144622	k__Bacteria;p__Actinobacteria
total_2144740	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_2146143	k__Bacteria
total_2149390	Unclassified
total_2151581	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_215280	Unclassified
total_2152987	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_2152989	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_2154250	k__Bacteria
total_2158626	Unclassified
total_215961	k__Bacteria;p__Proteobacteria
total_2160026	k__Bacteria;p__Actinobacteria
total_216024	k__Bacteria
