Query_id	tax
total_17526354	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17526577	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17526718	k__Bacteria;p__Proteobacteria
total_17526967	k__Bacteria
total_17527551	k__Bacteria
total_17527629	k__Bacteria
total_17528488	k__Bacteria
total_17530499	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_17530707	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17531110	k__Bacteria
total_1753142	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_phototrophica
total_17531925	k__Eukaryota
total_1753385	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1753386	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1753438	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17534526	k__Bacteria;p__Actinobacteria
total_17535351	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17535529	k__Bacteria;p__Actinobacteria
total_17535614	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1753778	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17537782	k__Bacteria
total_1753781	k__Bacteria;p__Actinobacteria
total_1753815	k__Bacteria
total_17538490	Unclassified
total_17538802	k__Bacteria
total_1753883	k__Bacteria
total_17539384	k__Bacteria
total_17539961	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17540095	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1754114	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_1754115	k__Bacteria;p__Proteobacteria
total_1754116	k__Bacteria;p__Proteobacteria
total_17541286	k__Bacteria;p__Bacteroidetes
total_17541536	k__Bacteria
total_17542022	k__Bacteria
total_17542558	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17542628	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_1754291	k__Bacteria
total_17543481	k__Bacteria
total_17543544	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17544827	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17546731	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa_kalamazoonesis
total_17546970	k__Bacteria
total_17549431	k__Bacteria
total_1754944	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1755042	k__Bacteria
total_1755061	k__Bacteria;p__Proteobacteria
total_1755070	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_17551268	k__Bacteria
total_17551507	k__Bacteria
total_17551613	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17552875	k__Bacteria;p__Proteobacteria
total_17553068	k__Bacteria
total_17554132	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17554582	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17554686	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1755506	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_17555266	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17556316	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17556514	k__Bacteria
total_17556688	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17557774	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17557801	k__Bacteria
total_17558039	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales
total_17558040	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17558324	k__Bacteria
total_17558576	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17559514	k__Bacteria
total_175603	k__Bacteria;p__Acidobacteria
total_17560890	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1756220	k__Bacteria
total_17563412	k__Bacteria
total_17564746	k__Bacteria;p__Actinobacteria
total_17564975	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Porphyrobacter;s__Porphyrobacter_sp._AAP60
total_17565697	k__Bacteria
total_1756585	k__Bacteria
total_17566863	k__Bacteria;p__Proteobacteria
total_17567119	k__Bacteria;p__Proteobacteria
total_17567192	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1756767	k__Bacteria;p__Actinobacteria
total_17567856	k__Bacteria;p__Proteobacteria
total_17567935	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_17568798	k__Bacteria
total_17569319	k__Bacteria
total_17569654	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1756973	k__Bacteria
total_17571334	k__Bacteria
total_17571474	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17571743	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17571820	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17573023	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_17573123	k__Bacteria
total_17573208	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1757401	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17575051	k__Bacteria
total_17575112	k__Bacteria
total_17575697	k__Bacteria
total_17576190	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17576563	k__Bacteria
total_17576565	Unclassified
total_17577401	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17577492	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17578178	k__Bacteria
total_1757893	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_17579103	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_17581399	k__Bacteria
total_17581574	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_17581728	k__Bacteria;p__Proteobacteria
total_17582087	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17582677	k__Bacteria
total_17582844	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1758297	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17583637	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17584236	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_17584237	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_17585216	k__Bacteria
total_17585241	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_17585733	k__Bacteria
total_17585872	k__Bacteria;p__Bacteroidetes
total_17586146	k__Bacteria;p__Bacteroidetes
total_17586365	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_175866	k__Bacteria;p__Proteobacteria
total_1758692	k__Bacteria
total_17587034	k__Bacteria
total_17588977	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_17588998	k__Bacteria
total_17589389	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_17589752	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17591142	k__Bacteria
total_17591310	k__Bacteria
total_17591748	k__Bacteria
total_17592844	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes
total_1759294	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17593416	k__Bacteria
total_17594967	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17596058	k__Bacteria
total_17596093	k__Bacteria;p__Proteobacteria
total_17596319	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1759670	k__Bacteria
total_1759671	k__Bacteria
total_1759673	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
total_17597064	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1759707	k__Bacteria
total_1759734	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_1759799	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_17598130	Unclassified
total_175986	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17598646	k__Bacteria;p__Proteobacteria
total_17598780	k__Bacteria
total_1759897	k__Bacteria
total_17599827	k__Bacteria
total_17599830	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17599923	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17600590	k__Bacteria
total_17601251	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_17601662	Unclassified
total_17602046	k__Bacteria
total_17602132	k__Bacteria
total_17602296	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17602429	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1760269	k__Bacteria;p__Proteobacteria
total_17603316	k__Bacteria
total_17603773	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17603932	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa_kalamazoonesis
total_17604058	Unclassified
total_17604135	k__Bacteria
total_17604385	k__Bacteria
total_17605070	k__Bacteria
total_17605766	k__Bacteria;p__Bacteroidetes
total_17606032	k__Bacteria;p__Proteobacteria
total_17606708	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17607139	k__Bacteria;p__Proteobacteria
total_17607601	k__Bacteria
total_17607961	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17608627	k__Bacteria;p__Proteobacteria
total_17609935	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1761036	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17610378	k__Bacteria;p__Actinobacteria
total_17610379	Unclassified
total_17610778	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17610961	k__Bacteria
total_1761175	k__Bacteria
total_1761181	k__Bacteria
total_17612730	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_17612838	k__Bacteria;p__Bacteroidetes
total_17613024	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_17613286	k__Bacteria
total_17613966	k__Bacteria
total_1761410	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17614310	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17614583	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17614969	k__Bacteria
total_17615039	k__Bacteria
total_17615386	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17615579	k__Bacteria;p__Proteobacteria
total_17618000	k__Bacteria
total_17618758	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17619495	k__Bacteria
total_1761951	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17619885	k__Bacteria
total_1762017	k__Bacteria
total_17620784	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17620785	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Nakamurellales;f__Nakamurellaceae;g__Nakamurella;s__Nakamurella_lactea
total_17620917	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17622609	k__Bacteria
total_17622696	k__Bacteria
total_17622956	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17623584	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17623714	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17625412	k__Bacteria
total_17626481	k__Bacteria
total_17626482	k__Bacteria
total_17627134	k__Bacteria
total_17628024	k__Bacteria
total_17629607	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17629620	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17630046	k__Bacteria
total_1763036	k__Bacteria
total_1763037	k__Bacteria
total_17630499	k__Bacteria
total_17631649	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17631682	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17632111	k__Bacteria
total_17632175	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_17632534	k__Bacteria;p__Proteobacteria
total_17633147	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1763442	k__Bacteria;p__Actinobacteria
total_17634487	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17634629	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17634695	k__Bacteria
total_17634742	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1763495	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_17635271	k__Bacteria
total_1763573	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17635883	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17636227	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_17638162	k__Bacteria;p__Actinobacteria
total_17638305	Unclassified
total_17638716	k__Bacteria
total_17638992	k__Bacteria
total_17639028	k__Bacteria;p__Proteobacteria
total_17639966	k__Bacteria
total_17640076	k__Bacteria
total_17640146	k__Bacteria
total_17641487	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17641519	Unclassified
total_17641945	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17642145	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17643853	k__Bacteria
total_17644727	k__Bacteria
total_17644939	k__Bacteria
total_1764577	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17645825	k__Bacteria
total_17645826	k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter
total_17646276	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces
total_17646279	k__Bacteria
total_17646416	k__Bacteria
total_17646417	k__Bacteria
total_17646475	k__Bacteria
total_17646476	k__Bacteria
total_1764685	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1764691	k__Bacteria
total_1764692	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1764693	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17647330	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_1764745	k__Bacteria;p__Bacteroidetes
total_17647635	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_17648981	Unclassified
total_17650887	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_sp._URHD0057
total_17650987	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17651785	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1765188	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_17652978	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17653188	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Actinocatenispora;s__Actinocatenispora_sera
total_17653232	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17653747	k__Bacteria
total_17654229	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1765603	k__Bacteria
total_17656148	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_17656635	k__Bacteria
total_17656892	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17657258	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17657603	k__Bacteria
total_17658030	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_sp._URHD0057
total_176582	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17659090	k__Bacteria;p__Proteobacteria
total_1765935	k__Bacteria;p__Proteobacteria
total_17659853	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17660142	k__Bacteria
total_17660648	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17661079	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17661258	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17661514	k__Bacteria
total_17661515	k__Bacteria
total_176616	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17662853	k__Bacteria
total_1766308	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17664941	k__Bacteria
total_17665735	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
total_17665946	k__Bacteria
total_17666366	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_1766646	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17667755	k__Bacteria
total_17667817	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17668308	k__Bacteria;p__Bacteroidetes
total_1766888	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
total_1766889	k__Bacteria
total_17669354	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_1766964	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17670935	k__Bacteria
total_17671292	k__Bacteria;p__Proteobacteria
total_17671516	k__Bacteria
total_17672147	k__Bacteria
total_17672288	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17673385	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17673709	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17673799	k__Bacteria
total_17674216	k__Bacteria
total_17674302	k__Bacteria
total_17675506	k__Bacteria;p__Proteobacteria
total_17675507	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_17675517	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17676221	k__Bacteria
total_17676369	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17676463	k__Bacteria
total_17677339	Unclassified
total_17677386	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_1767767	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17677793	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_17678611	k__Bacteria;p__Actinobacteria
total_17678931	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17679146	k__Bacteria;p__Bacteroidetes
total_17680409	k__Bacteria
total_17680485	k__Bacteria
total_17682116	k__Bacteria
total_1768365	k__Bacteria
total_17684558	k__Bacteria;p__Actinobacteria
total_17685251	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17685347	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17686071	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17686231	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17687758	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17687759	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17687924	k__Bacteria
total_17688235	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17689030	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17689294	Unclassified
total_17689735	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17689745	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17689949	k__Bacteria
total_17690083	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17690599	k__Bacteria
total_17690765	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1769100	k__Bacteria
total_17691445	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17691446	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17691648	k__Bacteria;p__Actinobacteria
total_17691830	k__Bacteria
total_17691917	k__Bacteria;p__Bacteroidetes
total_17692267	k__Bacteria
total_1769243	k__Bacteria
total_17694671	k__Bacteria
total_17695643	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17696045	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1769640	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17697375	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17697648	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
total_17697651	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_17697652	k__Bacteria;p__Proteobacteria
total_17698039	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17698183	k__Bacteria
total_17698259	Unclassified
total_17699318	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17699320	k__Bacteria
total_177001	k__Eukaryota;p__Basidiomycota
total_17700111	k__Bacteria
total_17700667	k__Bacteria
total_17700919	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_17701135	k__Bacteria
total_17701193	k__Bacteria
total_1770125	k__Bacteria
total_17701752	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17702512	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_1770297	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_17703109	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_17703972	k__Bacteria;p__Proteobacteria
total_17704186	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17705049	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17705293	k__Bacteria
total_17705429	k__Bacteria;p__Proteobacteria
total_17705528	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17705877	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_17706078	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17706113	k__Bacteria
total_17706582	k__Bacteria;p__Actinobacteria
total_17706668	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_17708211	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17708291	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17708292	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17708293	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17708493	k__Bacteria
total_17708923	Unclassified
total_17709029	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17709131	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17709373	k__Bacteria
total_17709405	k__Bacteria
total_17709407	k__Bacteria
total_17709843	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17710156	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_17710319	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17710391	k__Bacteria
total_17711267	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1771193	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17712242	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17712985	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17713384	k__Bacteria
total_17713850	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1771396	k__Bacteria
total_17714030	k__Bacteria
total_17714271	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17715169	k__Bacteria
total_17715301	k__Bacteria
total_17716	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17717566	Unclassified
total_17717711	k__Bacteria;p__Proteobacteria
total_17717714	k__Bacteria;p__Proteobacteria
total_17717755	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1771847	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17719214	k__Bacteria
total_17719451	k__Bacteria
total_17719452	k__Bacteria
total_17719538	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17719813	k__Bacteria;p__Proteobacteria
total_17719814	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17719815	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17720172	k__Bacteria;p__Bacteroidetes
total_17720811	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17721243	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17722140	k__Bacteria
total_17722212	Unclassified
total_17722513	k__Bacteria
total_17722690	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17723421	k__Bacteria
total_17724129	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17724523	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
